ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo
4.0,2,2,76.83,122.64,102.03,76.08,95.25,122.64,121.0,107.0,134.0,27.24
4.0,5,0,65.45,109.05,93.54,78.88,101.96,109.05,109.0,109.0,132.0,39.32
4.0,5,1,71.62,104.39,92.25,78.45,80.06,104.39,105.0,113.0,131.0,43.94
4.0,5,2,67.82,104.75,89.73,77.36,89.9,104.75,104.0,111.0,132.0,44.55
4.0,10,0,70.32,97.08,81.67,72.33,70.3,97.08,99.0,114.0,134.0,50.05
4.0,10,1,73.65,99.22,84.04,71.78,65.73,99.22,101.0,115.0,133.0,48.28
4.0,10,2,66.68,96.38,76.46,69.49,78.59,96.38,97.0,112.0,136.0,51.78
4.0,15,0,68.37,94.44,77.78,70.44,70.4,94.44,95.0,115.0,135.0,54.21
4.0,15,1,65.05,95.31,73.66,68.15,80.95,95.31,95.0,112.0,137.0,53.83
4.0,15,2,63.69,89.69,83.63,82.55,73.91,89.69,91.0,117.0,128.0,58.6
4.0,30,0,64.63,78.95,66.79,64.16,46.25,78.95,81.0,120.0,133.0,68.89
4.0,30,1,61.61,84.14,67.36,67.28,68.29,84.14,85.0,115.0,135.0,64.02
4.0,30,2,67.84,86.5,72.76,67.53,55.0,86.5,88.0,117.0,134.0,61.42
4.0,45,0,58.2,83.96,66.7,69.51,78.22,83.96,84.0,115.0,135.0,65.01
4.0,45,1,59.43,83.63,62.95,64.01,73.78,83.63,84.0,114.0,138.0,65.05
4.0,45,2,65.07,82.34,71.68,71.09,53.48,82.34,85.0,119.0,132.0,64.76
4.0,60,0,55.95,76.62,62.12,68.58,68.78,76.62,77.0,117.0,134.0,72.21
4.0,60,1,59.93,79.59,64.22,66.17,62.98,79.59,81.0,117.0,134.0,68.28
4.0,60,2,56.14,75.59,65.46,73.97,65.62,75.59,77.0,118.0,132.0,72.37
4.0,90,0,56.39,74.29,67.43,78.07,61.45,74.29,76.0,119.0,130.0,73.57
4.0,90,1,57.54,80.15,61.19,64.48,71.96,80.15,81.0,115.0,137.0,68.08
4.0,90,2,58.52,76.18,57.69,58.34,61.87,76.18,77.0,117.0,137.0,72.35
4.0,120,0,61.18,74.0,63.23,64.44,44.18,74.0,77.0,120.0,133.0,72.79
4.0,120,1,54.64,73.91,58.39,65.48,66.5,73.91,74.0,117.0,135.0,75.19
4.0,120,2,60.6,75.34,62.1,62.69,49.89,75.34,77.0,119.0,134.0,72.59
4.0,180,0,59.85,75.44,61.03,61.92,52.69,75.44,77.0,118.0,134.0,72.39
4.0,180,1,51.51,69.88,55.72,66.5,67.03,69.88,70.0,118.0,134.0,79.27
4.0,180,2,57.96,72.48,54.56,54.01,63.05,72.48,73.0,118.0,137.0,76.46
4.0,240,0,54.5,65.94,57.14,66.55,44.24,65.94,67.0,122.0,131.0,82.98
4.0,240,1,50.1,72.01,58.44,71.01,77.58,72.01,72.0,116.0,134.0,76.97
4.0,240,2,60.79,72.97,56.03,51.28,59.19,72.97,74.0,120.0,136.0,75.82
4.0,300,0,57.02,65.13,53.39,50.45,45.96,65.13,68.0,122.0,134.0,82.02
4.0,300,1,55.56,62.85,56.17,62.14,29.56,62.85,65.0,123.0,131.0,85.15
4.0,300,2,51.5,69.63,53.05,62.21,66.37,69.63,70.0,117.0,135.0,79.13
4.0,360,0,55.45,68.54,59.7,69.35,48.69,68.54,70.0,121.0,132.0,79.83
4.0,360,1,54.2,66.18,54.76,61.06,46.15,66.18,68.0,120.0,134.0,81.61
4.0,360,2,50.15,69.7,57.27,70.53,71.54,69.7,70.0,117.0,133.0,79.08
4.0,480,0,61.02,65.39,53.56,40.84,46.14,65.39,69.0,124.0,135.0,81.55
4.0,480,1,51.89,67.89,55.5,66.41,60.1,67.89,68.0,119.0,133.0,81.4
4.0,480,2,53.46,70.51,52.51,58.1,65.11,70.51,71.0,117.0,137.0,78.25
4.1,0,0,94.96,152.62,131.96,78.81,96.34,152.62,149.0,104.0,133.0,1.41
4.1,0,1,91.06,158.28,129.55,76.75,108.3,158.28,154.0,100.0,137.0,8.77
4.1,0,2,92.89,148.75,137.36,83.42,95.75,148.75,146.0,107.0,128.0,5.39
4.1,1,0,85.38,128.72,114.77,79.9,85.86,128.72,128.0,110.0,131.0,20.9
4.1,1,1,83.49,129.21,115.51,80.56,90.22,129.21,129.0,109.0,131.0,19.67
4.1,1,2,83.89,131.4,113.11,78.01,92.2,131.4,130.0,107.0,133.0,18.28
4.1,2,0,79.52,121.64,104.32,77.23,88.3,121.64,121.0,110.0,133.0,27.68
4.1,2,1,76.31,126.04,101.0,74.48,100.62,126.04,124.0,105.0,137.0,24.54
4.1,2,2,79.51,120.0,109.43,81.71,86.03,120.0,120.0,112.0,129.0,29.27
4.1,5,0,69.14,104.84,88.34,75.71,86.82,104.84,105.0,111.0,133.0,43.58
4.1,5,1,72.83,102.93,89.82,76.51,74.58,102.93,104.0,114.0,132.0,45.12
4.1,5,2,65.4,107.77,89.75,76.81,100.26,107.77,107.0,109.0,133.0,41.32
4.1,10,0,62.93,100.57,78.3,71.85,95.44,100.57,100.0,109.0,136.0,48.43
4.1,10,1,69.78,95.21,87.03,79.9,68.1,95.21,97.0,117.0,129.0,52.72
4.1,10,2,69.64,94.29,79.48,71.57,66.66,94.29,96.0,115.0,133.0,53.16
4.1,15,0,66.88,91.44,77.0,71.97,68.49,91.44,93.0,115.0,133.0,56.1
4.1,15,1,68.88,89.98,77.79,72.26,59.8,89.98,91.0,117.0,132.0,58.46
4.1,15,2,67.93,94.65,77.03,69.83,72.01,94.65,95.0,114.0,134.0,53.97
4.1,30,0,60.74,79.48,67.36,70.21,60.11,79.48,81.0,118.0,132.0,68.45
4.1,30,1,62.57,84.28,70.76,70.92,65.71,84.28,86.0,116.0,133.0,63.16
4.1,30,2,64.73,81.14,69.82,68.93,51.56,81.14,83.0,119.0,133.0,66.72
4.1,45,0,60.46,78.84,71.35,77.35,59.44,78.84,80.0,119.0,130.0,69.66
4.1,45,1,62.62,81.82,72.44,74.93,59.84,81.82,83.0,118.0,131.0,66.5
4.1,45,2,55.4,80.93,68.16,74.58,80.45,80.93,81.0,116.0,132.0,68.07
4.1,60,0,56.06,79.47,61.53,66.64,75.12,79.47,80.0,114.0,136.0,68.85
4.1,60,1,60.87,81.74,65.66,66.52,65.1,81.74,83.0,116.0,135.0,66.17
4.1,60,2,53.24,75.67,66.54,77.36,75.57,75.67,77.0,117.0,131.0,72.19
4.1,90,0,57.48,67.47,65.79,84.46,37.75,67.47,70.0,123.0,128.0,80.38
4.1,90,1,57.83,73.1,65.04,73.76,53.26,73.1,75.0,120.0,131.0,74.74
4.1,90,2,55.39,73.49,63.13,72.43,62.81,73.49,75.0,118.0,132.0,74.33
4.1,120,0,61.89,78.52,61.37,58.76,55.7,78.52,80.0,118.0,136.0,69.54
4.1,120,1,57.93,76.02,56.52,57.5,65.43,76.02,77.0,116.0,138.0,72.26
4.1,120,2,58.48,71.45,61.24,66.03,46.28,71.45,73.0,121.0,132.0,76.9
4.1,180,0,54.77,72.76,58.42,65.73,63.05,72.76,73.0,118.0,134.0,76.32
4.1,180,1,46.23,71.79,59.99,75.73,90.79,71.79,71.0,115.0,132.0,77.78
4.1,180,2,56.79,70.94,62.99,72.75,50.89,70.94,72.0,120.0,131.0,77.67
4.1,240,0,55.69,71.05,59.8,67.64,55.13,71.05,73.0,119.0,133.0,76.49
4.1,240,1,55.84,67.04,49.35,48.72,67.31,67.04,69.0,119.0,137.0,80.57
4.1,240,2,53.32,72.02,55.6,63.3,66.2,72.02,73.0,116.0,136.0,76.06
4.1,300,0,56.66,69.11,59.53,66.53,45.91,69.11,71.0,121.0,132.0,78.85
4.1,300,1,53.37,70.06,57.18,66.47,60.74,70.06,71.0,118.0,134.0,78.29
4.1,300,2,58.77,63.54,54.29,45.23,37.13,63.54,66.0,124.0,133.0,84.41
4.1,360,0,56.43,72.47,55.62,58.24,59.3,72.47,73.0,118.0,136.0,76.4
4.1,360,1,53.01,70.11,57.51,67.52,62.21,70.11,71.0,118.0,134.0,78.29
4.1,360,2,52.8,68.83,58.44,70.16,59.36,68.83,69.0,119.0,132.0,80.41
4.1,480,0,59.01,68.87,53.92,49.52,55.34,68.87,71.0,121.0,136.0,78.96
4.1,480,1,53.17,68.31,53.44,60.2,56.51,68.31,69.0,119.0,135.0,80.47
4.1,480,2,53.9,63.46,57.68,71.45,38.42,63.46,65.0,122.0,130.0,84.95
4.2,0,0,88.58,149.7,132.29,81.0,104.12,149.7,146.0,104.0,131.0,2.24
4.2,0,1,97.97,149.73,130.0,78.13,88.15,149.73,147.0,106.0,133.0,2.45
4.2,0,2,90.35,155.98,123.56,74.77,107.29,155.98,151.0,100.0,138.0,7.81
4.2,1,0,79.51,138.51,114.6,77.41,108.62,138.51,135.0,103.0,135.0,13.38
4.2,1,1,79.2,130.19,113.03,79.46,99.87,130.19,129.0,107.0,132.0,19.24
4.2,1,2,85.06,135.84,113.99,76.67,95.32,135.84,134.0,106.0,135.0,14.46
4.2,2,0,76.34,122.72,101.49,75.85,96.38,122.72,121.0,107.0,135.0,27.33
4.2,2,1,74.85,115.08,98.89,77.5,89.13,115.08,115.0,110.0,133.0,33.56
4.2,2,2,75.27,116.82,104.53,80.68,90.71,116.82,116.0,111.0,130.0,32.82
4.2,5,0,67.9,96.85,87.41,79.77,76.21,96.85,98.0,115.0,130.0,51.23
4.2,5,1,70.09,104.46,95.1,81.37,83.91,104.46,105.0,114.0,129.0,44.25
4.2,5,2,69.66,108.92,90.48,75.49,91.91,108.92,108.0,110.0,134.0,40.5
4.2,10,0,66.88,93.97,81.27,75.52,73.5,93.97,95.0,115.0,132.0,54.13
4.2,10,1,64.71,96.98,80.74,74.48,84.85,96.98,97.0,113.0,133.0,51.8
4.2,10,2,64.18,99.45,82.73,75.36,90.45,99.45,99.0,111.0,134.0,49.54
4.2,15,0,63.33,91.81,76.47,73.43,79.11,91.81,92.0,114.0,133.0,56.89
4.2,15,1,62.07,91.59,74.86,72.59,82.19,91.59,92.0,113.0,134.0,56.75
4.2,15,2,61.84,86.51,75.65,76.37,72.72,86.51,87.0,116.0,131.0,62.18
4.2,30,0,62.93,81.78,77.32,82.44,58.77,81.78,84.0,119.0,128.0,65.86
4.2,30,1,63.88,87.77,72.14,69.98,69.4,87.77,88.0,115.0,134.0,61.03
4.2,30,2,66.79,81.5,62.07,52.43,60.78,81.5,83.0,118.0,137.0,66.68
4.2,45,0,58.18,81.81,66.76,70.49,73.65,81.81,82.0,116.0,134.0,67.11
4.2,45,1,60.35,84.1,67.45,68.59,72.02,84.1,85.0,115.0,135.0,64.02
4.2,45,2,61.92,77.32,63.02,61.8,50.79,77.32,79.0,119.0,134.0,70.64
4.2,60,0,63.28,78.07,62.24,57.71,51.71,78.07,80.0,119.0,136.0,69.75
4.2,60,1,56.57,75.82,61.98,68.05,64.74,75.82,77.0,117.0,134.0,72.21
4.2,60,2,54.59,73.27,63.53,73.94,65.02,73.27,74.0,118.0,132.0,75.31
4.2,90,0,55.3,78.12,62.23,68.74,74.5,78.12,79.0,115.0,135.0,69.94
4.2,90,1,57.87,72.57,60.99,66.0,51.65,72.57,74.0,119.0,133.0,75.51
4.2,90,2,58.16,76.95,61.07,64.3,62.27,76.95,77.0,118.0,134.0,72.39
4.2,120,0,59.45,72.94,61.99,65.28,47.17,72.94,74.0,120.0,133.0,75.72
4.2,120,1,54.74,67.48,60.42,72.96,48.13,67.48,69.0,121.0,131.0,80.81
4.2,120,2,58.39,74.64,60.88,64.24,55.53,74.64,76.0,118.0,134.0,73.38
4.2,180,0,54.09,68.14,59.08,70.27,52.6,68.14,70.0,120.0,132.0,79.62
4.2,180,1,56.41,68.88,60.76,70.06,46.16,68.88,70.0,121.0,131.0,79.84
4.2,180,2,52.48,68.81,62.34,77.67,60.51,68.81,70.0,120.0,129.0,79.68
4.2,240,0,57.06,68.0,56.91,59.28,41.59,68.0,70.0,121.0,134.0,79.86
4.2,240,1,54.92,60.84,53.33,53.37,31.47,60.84,63.0,124.0,131.0,87.33
4.2,240,2,54.3,68.01,56.79,65.09,51.4,68.01,70.0,119.0,133.0,79.44
4.2,300,0,57.36,67.06,51.9,48.93,57.64,67.06,69.0,120.0,136.0,80.7
4.2,300,1,54.94,67.04,54.61,58.86,47.31,67.04,69.0,119.0,134.0,80.44
4.2,300,2,53.09,74.75,48.35,54.31,90.05,74.75,74.0,114.0,141.0,75.21
4.2,360,0,52.44,67.21,51.99,58.79,57.76,67.21,68.0,118.0,136.0,81.31
4.2,360,1,56.3,69.66,54.19,55.59,56.64,69.66,71.0,120.0,135.0,78.7
4.2,360,2,52.79,66.89,54.02,62.26,53.74,66.89,68.0,119.0,134.0,81.42
4.2,480,0,52.83,65.49,54.01,62.43,49.29,65.49,67.0,120.0,133.0,82.57
4.2,480,1,55.33,62.36,50.1,46.95,50.16,62.36,64.0,123.0,134.0,86.15
4.2,480,2,47.82,68.65,54.0,68.51,77.38,68.65,68.0,116.0,134.0,80.92
4.3,0,0,93.52,146.71,137.35,84.25,92.46,146.71,145.0,108.0,127.0,7.07
4.3,0,1,90.17,151.5,134.56,81.26,103.23,151.5,148.0,104.0,131.0,1.0
4.3,0,2,89.04,149.36,132.54,81.18,102.99,149.36,146.0,104.0,131.0,2.24
4.3,1,0,90.9,130.79,117.24,79.37,77.78,130.79,131.0,111.0,131.0,18.41
4.3,1,1,85.94,130.99,109.46,75.24,87.7,130.99,129.0,108.0,134.0,19.52
4.3,1,2,85.5,125.39,117.23,83.39,81.12,125.39,126.0,112.0,128.0,23.75
4.3,2,0,78.28,111.81,102.02,80.79,76.47,111.81,113.0,114.0,129.0,36.52
4.3,2,1,79.64,119.05,105.18,79.0,84.41,119.05,119.0,111.0,131.0,29.85
4.3,2,2,75.13,115.84,102.82,79.96,89.61,115.84,115.0,111.0,131.0,33.75
4.3,5,0,71.25,104.47,93.51,79.66,81.09,104.47,105.0,113.0,130.0,43.98
4.3,5,1,68.6,106.46,90.04,76.56,90.67,106.46,106.0,111.0,133.0,42.59
4.3,5,2,66.48,101.56,89.87,79.56,88.07,101.56,102.0,113.0,131.0,46.88
4.3,10,0,72.58,97.39,75.51,63.2,64.97,97.39,99.0,113.0,137.0,50.07
4.3,10,1,57.3,97.85,80.4,76.66,105.68,97.85,97.0,109.0,133.0,51.25
4.3,10,2,70.06,93.01,81.74,74.85,62.93,93.01,95.0,117.0,132.0,54.57
4.3,15,0,66.83,89.2,74.68,70.13,63.96,89.2,91.0,115.0,134.0,58.09
4.3,15,1,64.37,92.17,75.91,72.05,76.93,92.17,93.0,114.0,135.0,55.98
4.3,15,2,67.21,89.16,71.97,66.13,62.77,89.16,91.0,115.0,136.0,58.19
4.3,30,0,66.79,81.23,67.3,60.72,45.35,81.23,84.0,119.0,134.0,65.76
4.3,30,1,60.66,83.25,67.84,69.15,69.2,83.25,84.0,115.0,135.0,65.01
4.3,30,2,60.8,82.93,69.53,71.43,68.03,82.93,83.0,117.0,133.0,66.29
4.3,45,0,52.09,84.99,65.13,71.49,98.72,84.99,84.0,112.0,135.0,64.57
4.3,45,1,60.9,75.21,64.16,66.46,48.52,75.21,77.0,119.0,133.0,72.57
4.3,45,2,57.14,83.76,63.81,67.15,81.03,83.76,83.0,113.0,137.0,65.81
4.3,60,0,60.36,75.05,62.04,63.08,49.92,75.05,77.0,119.0,134.0,72.59
4.3,60,1,57.35,80.86,57.73,60.15,74.14,80.86,81.0,113.0,139.0,67.96
4.3,60,2,54.14,71.16,60.14,70.18,61.0,71.16,73.0,119.0,132.0,76.49
4.3,90,0,54.3,69.22,58.47,68.01,54.96,69.22,71.0,119.0,133.0,78.45
4.3,90,1,50.69,71.01,64.28,79.61,72.96,71.01,72.0,118.0,130.0,77.3
4.3,90,2,57.95,74.63,57.67,59.17,57.95,74.63,76.0,117.0,136.0,73.27
4.3,120,0,51.28,68.8,58.83,72.52,64.92,68.8,69.0,119.0,132.0,80.41
4.3,120,1,58.5,74.92,60.85,63.95,55.91,74.92,76.0,118.0,134.0,73.38
4.3,120,2,53.68,72.29,58.0,66.59,65.65,72.29,73.0,117.0,135.0,76.18
4.3,180,0,54.23,76.01,51.53,56.38,82.14,76.01,76.0,114.0,140.0,73.13
4.3,180,1,54.13,73.54,52.42,57.25,73.23,73.54,74.0,116.0,138.0,75.21
4.3,180,2,52.9,68.32,56.15,65.95,57.54,68.32,69.0,119.0,133.0,80.42
4.3,240,0,49.38,70.24,57.47,71.24,75.73,70.24,71.0,116.0,133.0,77.94
4.3,240,1,55.69,65.84,55.73,59.78,39.31,65.84,67.0,122.0,133.0,82.98
4.3,240,2,51.47,67.45,61.93,79.19,60.43,67.45,69.0,120.0,130.0,80.63
4.3,300,0,53.98,63.86,55.06,62.92,39.44,63.86,65.0,122.0,131.0,84.94
4.3,300,1,49.64,63.82,51.39,63.36,56.68,63.82,64.0,119.0,133.0,85.33
4.3,300,2,52.36,70.23,56.25,66.16,64.89,70.23,71.0,118.0,134.0,78.29
4.3,360,0,54.9,63.34,52.16,52.36,44.99,63.34,65.0,122.0,134.0,84.95
4.3,360,1,54.15,64.75,52.95,56.64,46.46,64.75,66.0,121.0,134.0,83.77
4.3,360,2,54.66,65.59,54.47,59.15,43.25,65.59,67.0,120.0,133.0,82.57
4.3,480,0,57.59,64.98,56.27,55.15,34.19,64.98,67.0,123.0,132.0,83.2
4.3,480,1,54.49,61.1,49.43,46.72,48.71,61.1,63.0,123.0,134.0,87.12
4.3,480,2,50.31,62.94,52.46,64.75,51.15,62.94,63.0,120.0,133.0,86.5
4.4,0,0,93.84,154.77,132.92,78.8,100.38,154.77,151.0,103.0,133.0,3.32
4.4,0,1,90.66,144.75,132.21,82.58,95.29,144.75,143.0,107.0,129.0,6.56
4.4,0,2,92.08,151.55,138.32,82.86,100.07,151.55,149.0,106.0,129.0,3.74
4.4,1,0,85.85,131.81,109.14,74.79,88.92,131.81,130.0,107.0,135.0,18.49
4.4,1,1,80.59,129.17,109.7,77.54,95.91,129.17,128.0,107.0,134.0,20.32
4.4,1,2,83.63,130.53,108.76,75.66,91.62,130.53,129.0,107.0,135.0,19.47
4.4,2,0,81.0,119.48,97.3,72.31,82.12,119.48,119.0,110.0,136.0,29.88
4.4,2,1,77.26,120.01,105.41,79.31,90.85,120.01,120.0,109.0,132.0,28.44
4.4,2,2,76.4,121.65,103.05,77.24,94.86,121.65,120.0,108.0,133.0,28.3
4.4,5,0,66.87,100.52,92.51,82.39,85.38,100.52,101.0,114.0,129.0,48.15
4.4,5,1,74.4,105.74,93.63,77.97,75.58,105.74,107.0,114.0,131.0,42.21
4.4,5,2,73.98,106.82,86.41,70.95,78.39,106.82,107.0,111.0,136.0,41.79
4.4,10,0,71.46,96.46,78.79,68.41,66.09,96.46,98.0,114.0,135.0,51.08
4.4,10,1,64.26,95.62,74.93,69.82,83.63,95.62,95.0,112.0,136.0,53.75
4.4,10,2,68.36,91.99,81.06,75.69,65.49,91.99,93.0,117.0,131.0,56.52
4.4,15,0,62.36,88.94,72.93,71.53,76.22,88.94,89.0,114.0,134.0,59.87
4.4,15,1,63.44,95.4,79.36,74.52,85.44,95.4,96.0,112.0,133.0,52.62
4.4,15,2,64.98,89.66,77.73,75.08,70.18,89.66,91.0,116.0,132.0,58.25
4.4,30,0,63.88,79.77,68.03,67.47,50.78,79.77,82.0,119.0,132.0,67.68
4.4,30,1,55.03,85.62,74.46,78.62,91.13,85.62,86.0,114.0,131.0,62.81
4.4,30,2,60.73,75.88,70.09,78.11,50.9,75.88,78.0,121.0,129.0,72.1
4.4,45,0,56.1,76.59,66.74,75.16,68.24,76.59,77.0,118.0,131.0,72.37
4.4,45,1,59.57,77.12,62.91,65.35,58.02,77.12,79.0,117.0,135.0,70.28
4.4,45,2,59.19,77.35,61.54,63.52,59.89,77.35,79.0,117.0,135.0,70.28
4.4,60,0,56.75,77.28,62.18,67.56,67.76,77.28,78.0,117.0,134.0,71.22
4.4,60,1,53.51,79.23,54.5,60.82,82.8,79.23,79.0,112.0,140.0,69.92
4.4,60,2,56.41,74.4,63.16,70.86,61.68,74.4,76.0,118.0,132.0,73.35
4.4,90,0,58.1,76.74,57.89,59.33,62.66,76.74,77.0,117.0,137.0,72.35
4.4,90,1,58.18,73.95,54.89,54.52,65.73,73.95,75.0,118.0,137.0,74.5
4.4,90,2,62.12,69.05,61.28,56.46,28.67,69.05,72.0,123.0,132.0,78.34
4.4,120,0,56.75,72.37,56.85,59.86,55.03,72.37,73.0,118.0,135.0,76.35
4.4,120,1,58.06,66.86,58.14,59.92,33.55,66.86,69.0,122.0,132.0,81.02
4.4,120,2,53.89,69.51,59.62,70.61,57.3,69.51,70.0,120.0,132.0,79.62
4.4,180,0,57.77,68.24,58.57,61.94,39.12,68.24,70.0,121.0,133.0,79.84
4.4,180,1,54.69,66.59,55.46,61.59,45.58,66.59,68.0,120.0,133.0,81.59
4.4,180,2,53.64,67.18,57.52,68.2,51.39,67.18,69.0,120.0,133.0,80.61
4.4,240,0,54.59,63.08,49.96,49.13,53.04,63.08,65.0,121.0,135.0,84.78
4.4,240,1,55.16,65.4,55.82,61.57,39.92,65.4,67.0,122.0,133.0,82.98
4.4,240,2,56.23,64.04,50.68,47.26,53.2,64.04,66.0,122.0,135.0,84.01
4.4,300,0,58.45,67.9,52.72,48.4,57.0,67.9,70.0,121.0,136.0,79.93
4.4,300,1,50.63,65.31,50.41,59.23,58.19,65.31,66.0,118.0,135.0,83.24
4.4,300,2,56.08,64.51,57.26,63.85,33.34,64.51,67.0,123.0,131.0,83.2
4.4,360,0,51.88,62.95,51.99,59.98,44.86,62.95,63.0,121.0,133.0,86.69
4.4,360,1,45.21,65.72,52.76,70.66,79.59,65.72,65.0,116.0,133.0,83.87
4.4,360,2,55.55,60.42,56.76,67.05,20.55,60.42,63.0,125.0,130.0,87.58
4.4,480,0,55.03,68.73,52.09,54.39,61.74,68.73,70.0,119.0,136.0,79.53
4.4,480,1,55.61,60.56,54.38,53.73,26.0,60.56,63.0,125.0,131.0,87.56
4.4,480,2,50.26,60.02,48.87,55.96,47.35,60.02,61.0,121.0,134.0,88.67
4.5,0,0,92.02,148.53,133.13,81.37,97.02,148.53,146.0,106.0,130.0,3.46
4.5,0,1,86.58,144.62,136.12,85.13,102.35,144.62,142.0,107.0,126.0,9.0
4.5,0,2,94.71,147.85,131.99,80.6,91.65,147.85,145.0,107.0,131.0,4.36
4.5,1,0,84.99,130.28,112.07,77.51,88.66,130.28,129.0,108.0,133.0,19.44
4.5,1,1,85.21,126.83,111.72,78.67,83.68,126.83,126.0,110.0,132.0,22.8
4.5,1,2,81.88,128.21,110.46,78.07,92.15,128.21,127.0,108.0,133.0,21.4
4.5,2,0,77.36,118.69,98.8,75.15,88.79,118.69,118.0,109.0,135.0,30.56
4.5,2,1,79.55,115.66,101.29,77.63,79.61,115.66,116.0,112.0,132.0,32.98
4.5,2,2,76.26,119.66,95.59,72.96,92.49,119.66,118.0,107.0,137.0,30.56
4.5,5,0,73.14,102.0,92.12,79.28,72.14,102.0,103.0,116.0,130.0,46.62
4.5,5,1,69.04,103.88,94.2,81.21,85.54,103.88,104.0,114.0,129.0,45.22
4.5,5,2,69.64,107.75,88.57,74.49,90.19,107.75,107.0,110.0,134.0,41.48
4.5,10,0,67.15,94.27,81.76,75.73,73.36,94.27,96.0,115.0,132.0,53.15
4.5,10,1,63.85,91.11,77.3,74.39,76.3,91.11,92.0,114.0,133.0,56.89
4.5,10,2,66.2,93.4,81.34,76.28,74.25,93.4,95.0,115.0,132.0,54.13
4.5,15,0,67.47,86.01,72.26,67.38,54.97,86.01,88.0,117.0,134.0,61.42
4.5,15,1,59.25,95.03,75.38,73.12,96.02,95.03,95.0,110.0,135.0,53.42
4.5,15,2,65.0,84.92,74.46,73.84,59.83,84.92,86.0,118.0,131.0,63.57
4.5,30,0,61.67,80.73,70.78,73.93,60.21,80.73,82.0,118.0,132.0,67.47
4.5,30,1,67.07,78.64,64.49,54.22,45.9,78.64,81.0,121.0,135.0,69.19
4.5,30,2,57.51,86.3,70.68,73.32,85.09,86.3,87.0,113.0,134.0,61.69
4.5,45,0,58.06,77.95,61.73,65.16,65.06,77.95,78.0,117.0,135.0,71.26
4.5,45,1,61.14,76.7,63.4,63.99,51.74,76.7,78.0,119.0,134.0,71.62
4.5,45,2,60.3,77.28,63.47,65.25,56.04,77.28,79.0,118.0,134.0,70.43
4.5,60,0,57.45,77.93,66.99,73.56,67.03,77.93,79.0,117.0,132.0,70.21
4.5,60,1,59.17,77.96,61.45,63.28,61.44,77.96,79.0,117.0,135.0,70.28
4.5,60,2,55.29,77.51,62.56,69.43,73.09,77.51,78.0,116.0,134.0,71.05
4.5,90,0,51.84,71.7,59.15,70.64,70.64,71.7,72.0,117.0,133.0,77.11
4.5,90,1,54.57,77.13,60.84,67.95,74.57,77.13,78.0,115.0,135.0,70.92
4.5,90,2,60.23,73.48,59.64,58.41,48.02,73.48,75.0,120.0,135.0,74.79
4.5,120,0,52.47,70.93,57.77,68.23,66.35,70.93,71.0,118.0,134.0,78.29
4.5,120,1,51.18,69.28,56.76,68.87,66.6,69.28,70.0,118.0,134.0,79.27
4.5,120,2,56.53,72.28,55.99,58.69,57.46,72.28,73.0,118.0,136.0,76.4
4.5,180,0,55.67,68.12,47.06,47.47,78.83,68.12,69.0,118.0,139.0,80.54
4.5,180,1,52.81,71.9,50.62,56.6,75.46,71.9,72.0,115.0,138.0,77.03
4.5,180,2,54.6,73.42,53.39,57.86,69.58,73.42,74.0,116.0,137.0,75.13
4.5,240,0,53.63,63.36,59.26,76.93,39.16,63.36,65.0,123.0,129.0,85.2
4.5,240,1,53.38,67.41,58.44,70.43,53.1,67.41,69.0,120.0,132.0,80.6
4.5,240,2,55.61,64.65,52.44,51.92,48.16,64.65,66.0,122.0,134.0,83.98
4.5,300,0,54.66,64.42,47.12,46.66,68.49,64.42,66.0,120.0,137.0,83.7
4.5,300,1,53.02,61.85,58.32,77.57,36.43,61.85,64.0,124.0,129.0,86.4
4.5,300,2,53.71,63.58,51.37,53.96,48.95,63.58,65.0,121.0,134.0,84.75
4.5,360,0,47.17,62.25,55.83,76.8,61.79,62.25,63.0,120.0,130.0,86.52
4.5,360,1,59.53,67.73,52.5,45.9,57.32,67.73,70.0,121.0,136.0,79.93
4.5,360,2,51.54,62.68,58.96,79.54,45.32,62.68,64.0,123.0,129.0,86.17
4.5,480,0,51.78,70.82,55.96,66.23,68.57,70.82,71.0,117.0,135.0,78.15
4.5,480,1,47.12,62.47,49.77,64.83,62.68,62.47,63.0,119.0,134.0,86.34
4.5,480,2,52.1,64.29,60.77,80.88,48.35,64.29,66.0,122.0,129.0,84.01
4.6,0,0,88.77,151.69,133.85,81.04,105.77,151.69,148.0,103.0,131.0,1.41
4.6,0,1,92.0,151.33,128.87,78.2,99.98,151.33,148.0,103.0,134.0,2.24
4.6,0,2,92.32,152.53,132.98,79.81,100.66,152.53,149.0,104.0,132.0,1.0
4.6,1,0,83.44,132.84,114.04,78.15,94.82,132.84,131.0,107.0,133.0,17.29
4.6,1,1,81.95,125.08,109.43,78.68,87.94,125.08,125.0,109.0,132.0,23.54
4.6,1,2,81.07,129.36,109.8,77.41,95.18,129.36,128.0,107.0,134.0,20.32
4.6,2,0,74.07,114.44,96.46,76.21,89.95,114.44,114.0,110.0,133.0,34.54
4.6,2,1,76.17,113.6,98.41,77.39,84.01,113.6,114.0,111.0,132.0,34.71
4.6,2,2,75.7,114.0,102.55,80.58,85.68,114.0,114.0,112.0,130.0,34.99
4.6,5,0,72.36,101.66,86.47,74.04,73.49,101.66,102.0,114.0,133.0,47.09
