ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo,cumulative_exposure_ppm_min
6.6,15,4,54.96,77.63,61.72,137.9,0.292,0.3044,78.0,115.0,135.0,70.92,99.0
6.6,30,1,55.21,69.62,55.86,122.71,0.207,0.273,71.0,119.0,135.0,78.5,198.0
6.6,30,2,53.82,66.48,58.26,141.04,0.1904,0.2607,68.0,121.0,131.0,81.79,198.0
6.6,30,3,54.64,66.29,56.0,127.0,0.1758,0.26,68.0,120.0,133.0,81.59,198.0
6.6,30,4,56.93,73.66,59.36,128.73,0.2272,0.2889,75.0,118.0,134.0,74.36,198.0
6.6,45,1,53.6,67.08,55.45,128.25,0.201,0.2631,69.0,120.0,133.0,80.61,297.0
6.6,45,2,50.14,68.4,53.27,130.28,0.267,0.2682,69.0,117.0,135.0,80.12,297.0
6.6,45,3,52.9,66.68,51.97,116.19,0.2205,0.2615,67.0,119.0,135.0,82.43,297.0
6.6,45,4,55.09,68.18,56.21,125.16,0.192,0.2674,70.0,120.0,134.0,79.65,297.0
6.6,60,1,48.28,63.62,53.25,139.44,0.2411,0.2495,64.0,120.0,132.0,85.51,396.0
6.6,60,2,52.28,69.61,52.59,121.07,0.249,0.273,70.0,117.0,136.0,79.18,396.0
6.6,60,3,53.41,66.49,52.37,115.6,0.2124,0.2608,68.0,120.0,135.0,81.64,396.0
6.6,60,4,56.4,65.27,50.44,95.85,0.2273,0.256,67.0,121.0,136.0,82.86,396.0
6.6,90,1,50.23,61.42,50.71,122.57,0.1822,0.2409,62.0,121.0,133.0,87.67,594.0
6.6,90,2,49.01,63.84,49.4,121.57,0.2323,0.2504,64.0,119.0,135.0,85.38,594.0
6.6,90,3,50.77,63.99,51.4,122.85,0.2066,0.2509,64.0,120.0,133.0,85.52,594.0
6.6,90,4,52.55,59.55,49.79,103.04,0.164,0.2335,61.0,123.0,133.0,89.06,594.0
6.6,120,1,52.64,61.35,48.9,101.97,0.203,0.2406,63.0,122.0,135.0,86.94,792.0
6.6,120,2,54.51,63.8,49.64,99.36,0.222,0.2502,65.0,121.0,135.0,84.78,792.0
6.6,120,3,50.7,59.85,51.49,125.15,0.1528,0.2347,61.0,123.0,132.0,89.05,792.0
6.6,120,4,52.67,62.53,50.32,108.44,0.1953,0.2452,64.0,121.0,134.0,85.73,792.0
6.6,180,1,51.11,56.4,51.49,124.22,0.0937,0.2212,58.0,125.0,130.0,92.44,1188.0
6.6,180,2,53.26,62.71,49.06,101.57,0.2176,0.2459,64.0,122.0,135.0,85.96,1188.0
6.6,180,3,45.1,58.21,45.53,121.97,0.2252,0.2283,58.0,120.0,134.0,91.43,1188.0
6.6,180,4,50.84,59.72,48.95,109.47,0.1804,0.2342,61.0,121.0,134.0,88.67,1188.0
6.6,240,1,50.96,60.17,46.91,101.71,0.2204,0.236,61.0,120.0,135.0,88.51,1584.0
6.6,240,2,51.11,58.5,49.76,110.76,0.1494,0.2294,60.0,123.0,133.0,90.03,1584.0
6.6,240,3,51.86,58.18,44.09,86.9,0.2421,0.2282,60.0,122.0,136.0,89.91,1584.0
6.6,240,4,53.51,55.26,46.77,72.37,0.1536,0.2167,58.0,126.0,133.0,92.66,1584.0
6.6,300,1,50.45,62.18,44.72,100.29,0.2808,0.2438,63.0,119.0,138.0,86.52,1980.0
6.6,300,2,50.22,60.34,45.07,99.75,0.2531,0.2366,61.0,120.0,136.0,88.55,1980.0
6.6,300,3,46.69,59.55,51.17,140.89,0.216,0.2335,60.0,121.0,131.0,89.63,1980.0
6.6,300,4,49.39,58.06,48.4,113.86,0.1664,0.2277,59.0,122.0,133.0,90.81,1980.0
6.6,360,1,54.31,61.92,47.36,91.36,0.2351,0.2428,63.0,122.0,136.0,86.98,2376.0
6.6,360,2,49.44,55.67,46.07,98.94,0.1723,0.2183,57.0,123.0,133.0,92.97,2376.0
6.6,360,3,46.5,61.21,44.32,112.27,0.276,0.24,61.0,118.0,137.0,88.26,2376.0
6.6,360,4,52.24,59.08,46.98,93.91,0.2048,0.2317,61.0,122.0,135.0,88.89,2376.0
6.6,480,1,51.26,57.27,44.06,87.3,0.2305,0.2246,58.0,123.0,135.0,92.03,3168.0
6.6,480,2,49.09,63.12,44.49,105.19,0.2952,0.2475,63.0,118.0,138.0,86.35,3168.0
6.6,480,3,51.38,61.87,46.31,100.46,0.2515,0.2426,62.0,121.0,136.0,87.76,3168.0
6.6,480,4,46.68,56.92,45.92,115.85,0.1934,0.2232,57.0,121.0,134.0,92.6,3168.0
6.7,0,1,87.23,154.52,130.51,158.59,0.4355,0.606,150.0,101.0,134.0,4.12,0.0
6.7,0,2,95.09,146.3,134.51,166.18,0.3501,0.5737,145.0,108.0,129.0,5.83,0.0
6.7,0,3,90.46,146.56,133.31,165.83,0.3828,0.5747,144.0,106.0,129.0,5.39,0.0
6.7,0,4,93.52,151.11,130.26,158.27,0.3811,0.5926,148.0,104.0,133.0,1.0,0.0
6.7,1,1,76.76,122.39,106.3,158.85,0.3728,0.4799,121.0,108.0,132.0,27.29,6.7
6.7,1,2,77.0,121.69,105.35,158.06,0.3673,0.4772,121.0,109.0,132.0,27.46,6.7
6.7,1,3,78.38,119.07,103.34,156.8,0.3417,0.467,119.0,110.0,132.0,29.61,6.7
6.7,1,4,81.8,119.74,105.75,157.87,0.3168,0.4696,120.0,111.0,131.0,28.88,6.7
6.7,2,1,72.38,110.03,89.14,146.72,0.3422,0.4315,110.0,110.0,135.0,38.59,13.4
6.7,2,2,68.81,112.14,91.59,151.54,0.3864,0.4398,111.0,108.0,135.0,37.34,13.4
6.7,2,3,71.74,104.91,89.58,152.27,0.3161,0.4114,105.0,113.0,133.0,43.94,13.4
6.7,2,4,71.82,106.24,94.43,159.41,0.324,0.4166,107.0,113.0,131.0,41.99,13.4
6.7,5,1,65.27,88.85,76.44,148.41,0.2654,0.3484,90.0,117.0,132.0,59.44,33.5
6.7,5,2,62.5,90.12,77.28,152.11,0.3065,0.3534,91.0,114.0,132.0,57.87,33.5
6.7,5,3,68.19,90.3,75.67,140.3,0.2449,0.3541,92.0,116.0,134.0,57.31,33.5
6.7,5,4,64.99,90.22,76.16,146.56,0.2796,0.3538,91.0,115.0,133.0,58.06,33.5
6.7,10,1,62.34,82.57,65.85,130.42,0.245,0.3238,84.0,116.0,135.0,65.18,67.0
6.7,10,2,61.66,80.05,65.92,133.9,0.2298,0.3139,82.0,117.0,134.0,67.3,67.0
6.7,10,3,63.03,80.13,65.1,127.28,0.2134,0.3142,82.0,118.0,135.0,67.54,67.0
6.7,10,4,61.57,83.31,64.01,126.75,0.261,0.3267,84.0,115.0,136.0,65.06,67.0
6.7,15,1,57.79,74.74,66.06,149.28,0.2268,0.2931,76.0,119.0,131.0,73.55,100.5
6.7,15,2,56.27,75.31,62.43,139.42,0.2528,0.2953,77.0,118.0,133.0,72.37,100.5
6.7,15,3,54.89,74.76,60.65,137.39,0.2658,0.2932,75.0,117.0,134.0,74.18,100.5
6.7,15,4,55.25,73.12,63.47,147.6,0.2444,0.2868,75.0,118.0,132.0,74.33,100.5
6.7,30,1,54.04,70.65,56.81,130.01,0.235,0.2771,71.0,118.0,134.0,78.29,201.0
6.7,30,2,56.05,66.0,56.34,121.75,0.1508,0.2588,68.0,122.0,133.0,82.01,201.0
6.7,30,3,56.81,66.42,55.32,111.98,0.167,0.2605,68.0,122.0,133.0,82.01,201.0
6.7,30,4,52.16,69.97,55.56,131.47,0.2546,0.2744,70.0,118.0,134.0,79.27,201.0
6.7,45,1,55.07,65.64,55.59,122.99,0.1611,0.2574,67.0,122.0,133.0,82.98,301.5
6.7,45,2,52.48,64.71,51.86,117.12,0.1985,0.2538,66.0,120.0,134.0,83.57,301.5
6.7,45,3,53.55,64.96,51.48,110.81,0.2075,0.2547,66.0,120.0,135.0,83.6,301.5
6.7,45,4,53.89,68.88,54.42,122.12,0.2177,0.2701,69.0,119.0,134.0,80.44,301.5
6.7,60,1,50.61,67.0,51.71,124.02,0.2447,0.2628,68.0,117.0,136.0,81.15,402.0
6.7,60,2,49.2,62.59,50.7,126.71,0.2139,0.2454,63.0,120.0,133.0,86.5,402.0
6.7,60,3,50.36,65.09,49.66,117.28,0.237,0.2552,66.0,118.0,136.0,83.28,402.0
6.7,60,4,49.22,68.08,54.46,136.67,0.2771,0.267,69.0,117.0,134.0,80.09,402.0
6.7,90,1,51.56,61.9,48.28,105.54,0.22,0.2427,63.0,121.0,135.0,86.74,603.0
6.7,90,2,51.14,61.5,51.1,119.76,0.1691,0.2412,63.0,122.0,133.0,86.89,603.0
6.7,90,3,51.23,63.77,49.98,114.58,0.2163,0.2501,64.0,120.0,135.0,85.56,603.0
6.7,90,4,49.31,59.8,52.2,136.52,0.1754,0.2345,61.0,122.0,131.0,88.85,603.0
6.7,120,1,53.7,62.88,50.69,105.19,0.1939,0.2466,64.0,122.0,134.0,85.93,804.0
6.7,120,2,51.84,61.84,50.12,111.17,0.1895,0.2425,63.0,122.0,134.0,86.91,804.0
6.7,120,3,50.58,57.79,52.59,136.72,0.1248,0.2266,59.0,124.0,130.0,91.24,804.0
6.7,120,4,54.37,64.81,50.62,104.16,0.219,0.2542,66.0,120.0,135.0,83.6,804.0
6.7,180,1,52.47,57.98,48.87,96.3,0.1571,0.2274,59.0,124.0,133.0,91.22,1206.0
6.7,180,2,50.87,64.73,50.46,118.27,0.2204,0.2538,65.0,119.0,135.0,84.4,1206.0
6.7,180,3,53.03,58.74,50.14,99.82,0.1464,0.2303,61.0,124.0,132.0,89.27,1206.0
6.7,180,4,53.21,59.28,48.44,93.59,0.1829,0.2325,61.0,123.0,134.0,89.07,1206.0
6.7,240,1,47.61,62.95,45.59,113.04,0.2757,0.2469,62.0,118.0,136.0,87.22,1608.0
6.7,240,2,52.55,57.79,51.3,108.44,0.1122,0.2266,59.0,125.0,131.0,91.45,1608.0
6.7,240,3,47.8,58.5,45.28,108.56,0.2259,0.2294,59.0,120.0,134.0,90.45,1608.0
6.7,240,4,48.64,59.25,49.39,124.24,0.1791,0.2324,60.0,121.0,133.0,89.63,1608.0
6.7,300,1,52.69,58.79,47.51,92.48,0.1919,0.2306,60.0,123.0,134.0,90.05,2010.0
6.7,300,2,50.05,56.24,48.88,110.46,0.1308,0.2205,58.0,123.0,132.0,91.98,2010.0
6.7,300,3,52.18,55.09,47.82,84.05,0.132,0.216,58.0,125.0,133.0,92.42,2010.0
6.7,300,4,55.07,60.14,45.98,81.48,0.2355,0.2358,62.0,123.0,136.0,88.16,2010.0
6.7,360,1,53.62,61.88,51.29,106.76,0.1711,0.2426,63.0,123.0,133.0,87.1,2412.0
6.7,360,2,51.99,57.91,43.88,85.29,0.2423,0.2271,58.0,123.0,136.0,92.07,2412.0
6.7,360,3,49.45,60.45,45.32,103.64,0.2503,0.2371,61.0,120.0,136.0,88.55,2412.0
6.7,360,4,48.15,57.26,44.82,103.91,0.2173,0.2245,58.0,121.0,135.0,91.64,2412.0
6.7,480,1,47.6,59.56,49.95,131.79,0.2008,0.2336,60.0,121.0,133.0,89.63,3216.0
6.7,480,2,47.18,55.66,44.37,105.05,0.2028,0.2183,56.0,122.0,134.0,93.77,3216.0
6.7,480,3,53.31,59.78,43.5,83.83,0.2723,0.2344,61.0,122.0,137.0,88.98,3216.0
6.7,480,4,52.23,59.95,43.39,87.98,0.2763,0.2351,61.0,121.0,137.0,88.79,3216.0
6.8,0,1,92.28,151.9,131.13,159.1,0.3925,0.5957,148.0,104.0,132.0,0.0,0.0
6.8,0,2,93.99,150.04,130.88,159.49,0.3736,0.5884,147.0,105.0,133.0,1.73,0.0
6.8,0,3,92.22,152.11,129.19,157.04,0.3937,0.5965,149.0,103.0,134.0,2.45,0.0
6.8,0,4,94.61,151.88,130.79,157.9,0.377,0.5956,148.0,104.0,133.0,1.0,0.0
6.8,1,1,77.97,124.14,101.97,151.19,0.372,0.4868,123.0,106.0,136.0,25.4,6.8
6.8,1,2,77.45,120.54,104.12,157.14,0.3574,0.4727,120.0,109.0,132.0,28.44,6.8
6.8,1,3,78.38,118.34,101.37,154.51,0.3377,0.4641,118.0,110.0,133.0,30.61,6.8
6.8,1,4,74.47,119.77,101.86,156.28,0.3782,0.4697,119.0,108.0,133.0,29.29,6.8
6.8,2,1,71.46,104.96,91.67,156.2,0.3192,0.4116,105.0,113.0,131.0,43.94,13.6
6.8,2,2,74.65,104.14,91.37,154.02,0.2832,0.4084,106.0,114.0,132.0,43.17,13.6
6.8,2,3,72.09,108.87,93.81,155.43,0.3378,0.4269,109.0,112.0,132.0,39.81,13.6
6.8,2,4,73.57,109.24,88.24,144.68,0.3266,0.4284,109.0,110.0,136.0,39.66,13.6
6.8,5,1,62.61,87.4,77.4,155.79,0.2837,0.3428,88.0,116.0,131.0,61.2,34.0
6.8,5,2,64.93,87.69,80.57,161.22,0.2596,0.3439,89.0,118.0,129.0,60.71,34.0
6.8,5,3,67.0,91.61,74.35,137.92,0.2686,0.3593,93.0,115.0,135.0,56.17,34.0
6.8,5,4,65.9,89.21,77.4,149.61,0.2612,0.3498,91.0,116.0,132.0,58.25,34.0
6.8,10,1,60.97,80.99,66.98,138.01,0.2472,0.3176,82.0,117.0,134.0,67.3,68.0
6.8,10,2,58.78,77.84,66.64,144.75,0.2448,0.3053,79.0,118.0,132.0,70.41,68.0
6.8,10,3,60.52,79.03,68.88,147.1,0.2342,0.3099,81.0,118.0,132.0,68.45,68.0
6.8,10,4,60.39,80.06,64.93,133.85,0.2457,0.314,82.0,117.0,135.0,67.33,68.0
6.8,15,1,58.21,72.81,60.39,128.96,0.2005,0.2855,74.0,119.0,133.0,75.51,102.0
6.8,15,2,53.92,72.81,63.84,151.49,0.2594,0.2855,73.0,119.0,131.0,76.49,102.0
6.8,15,3,57.72,75.8,60.76,130.11,0.2386,0.2973,77.0,118.0,135.0,72.43,102.0
6.8,15,4,55.68,77.21,64.38,144.26,0.2789,0.3028,78.0,117.0,133.0,71.2,102.0
6.8,30,1,54.26,67.74,55.16,123.98,0.1989,0.2656,69.0,120.0,134.0,80.63,204.0
6.8,30,2,56.82,65.88,55.58,112.8,0.1563,0.2584,68.0,122.0,133.0,82.01,204.0
6.8,30,3,51.41,65.79,54.57,133.18,0.2186,0.258,66.0,120.0,133.0,83.55,204.0
6.8,30,4,57.99,68.58,54.79,106.1,0.2011,0.2689,70.0,121.0,135.0,79.89,204.0
6.8,45,1,52.46,65.27,51.85,117.29,0.2056,0.256,66.0,120.0,135.0,83.6,306.0
6.8,45,2,54.33,63.82,53.88,117.26,0.1558,0.2503,65.0,122.0,133.0,84.94,306.0
6.8,45,3,52.85,64.99,52.37,117.73,0.1942,0.2549,66.0,120.0,134.0,83.57,306.0
6.8,45,4,51.75,67.08,50.63,115.91,0.2453,0.2631,68.0,118.0,136.0,81.31,306.0
6.8,60,1,51.83,66.55,54.1,129.25,0.2212,0.261,67.0,120.0,133.0,82.57,408.0
6.8,60,2,53.18,62.95,54.79,129.86,0.1552,0.2469,64.0,123.0,132.0,86.12,408.0
6.8,60,3,52.95,65.49,51.56,113.99,0.2128,0.2568,66.0,120.0,135.0,83.6,408.0
6.8,60,4,52.21,64.61,50.02,110.99,0.2257,0.2534,66.0,119.0,135.0,83.41,408.0
6.8,90,1,48.57,62.37,49.27,123.02,0.2213,0.2446,63.0,120.0,134.0,86.52,612.0
6.8,90,2,53.7,63.04,50.23,103.76,0.2032,0.2472,65.0,121.0,135.0,84.78,612.0
6.8,90,3,53.25,64.55,46.4,97.36,0.2811,0.2531,66.0,119.0,138.0,83.58,612.0
6.8,90,4,49.75,61.86,48.64,114.95,0.2137,0.2426,62.0,120.0,135.0,87.53,612.0
6.8,120,1,50.82,63.81,46.63,105.35,0.2693,0.2502,64.0,119.0,137.0,85.48,816.0
6.8,120,2,50.42,58.29,51.22,126.1,0.1351,0.2286,60.0,123.0,131.0,90.03,816.0
6.8,120,3,51.33,61.11,48.75,107.44,0.2024,0.2397,63.0,121.0,135.0,86.74,816.0
6.8,120,4,51.72,59.96,49.11,105.57,0.181,0.2352,61.0,122.0,133.0,88.85,816.0
6.8,180,1,52.01,60.82,46.13,96.01,0.2415,0.2385,62.0,122.0,136.0,87.95,1224.0
6.8,180,2,48.58,60.41,48.73,120.75,0.1958,0.2369,61.0,120.0,134.0,88.48,1224.0
6.8,180,3,52.47,61.08,47.58,98.26,0.2211,0.2395,63.0,121.0,135.0,86.74,1224.0
6.8,180,4,47.68,59.39,47.7,120.11,0.1971,0.2329,60.0,121.0,134.0,89.65,1224.0
6.8,240,1,51.92,57.51,41.51,80.95,0.2781,0.2255,58.0,122.0,137.0,91.92,1632.0
6.8,240,2,52.99,57.16,48.27,88.09,0.1555,0.2241,59.0,124.0,133.0,91.22,1632.0
6.8,240,3,48.55,59.81,48.38,119.13,0.191,0.2346,60.0,121.0,133.0,89.63,1632.0
6.8,240,4,51.3,59.3,45.94,95.94,0.2252,0.2325,61.0,121.0,135.0,88.7,1632.0
6.8,300,1,50.95,53.24,42.47,72.76,0.2024,0.2088,55.0,125.0,135.0,95.39,2040.0
6.8,300,2,48.53,59.8,48.66,120.7,0.1884,0.2345,60.0,121.0,133.0,89.63,2040.0
6.8,300,3,51.45,61.17,43.35,92.7,0.2913,0.2399,62.0,120.0,138.0,87.68,2040.0
6.8,300,4,49.77,56.8,43.71,92.21,0.2303,0.2227,58.0,122.0,135.0,91.83,2040.0
6.8,360,1,51.86,54.94,46.33,81.45,0.1568,0.2155,56.0,125.0,133.0,94.37,2448.0
6.8,360,2,49.62,56.54,45.57,97.83,0.1941,0.2217,58.0,123.0,134.0,92.01,2448.0
6.8,360,3,49.09,58.79,45.79,104.75,0.2212,0.2306,59.0,121.0,135.0,90.66,2448.0
6.8,360,4,50.48,60.46,50.49,120.04,0.165,0.2371,61.0,122.0,133.0,88.85,2448.0
6.8,480,1,47.39,59.73,43.84,106.58,0.2661,0.2342,60.0,119.0,136.0,89.36,3264.0
6.8,480,2,50.96,58.46,44.81,92.98,0.2334,0.2292,59.0,121.0,136.0,90.7,3264.0
6.8,480,3,47.44,58.35,49.68,132.3,0.1869,0.2288,59.0,121.0,132.0,90.61,3264.0
6.8,480,4,49.67,58.68,46.04,102.79,0.2153,0.2301,59.0,121.0,134.0,90.63,3264.0
6.9,0,1,87.69,151.42,132.32,162.02,0.4209,0.5938,148.0,103.0,132.0,1.0,0.0
6.9,0,2,92.2,149.19,133.24,163.21,0.382,0.585,147.0,105.0,131.0,1.73,0.0
6.9,0,3,95.9,154.77,133.92,158.75,0.3804,0.607,151.0,104.0,133.0,3.16,0.0
6.9,0,4,92.67,151.7,133.03,161.02,0.3891,0.5949,148.0,105.0,131.0,1.41,0.0
6.9,1,1,76.72,120.33,103.55,156.91,0.3624,0.4719,120.0,109.0,133.0,28.46,6.9
6.9,1,2,78.53,118.32,104.08,158.53,0.3363,0.464,119.0,111.0,131.0,29.85,6.9
6.9,1,3,79.3,121.42,101.34,151.4,0.3469,0.4761,121.0,109.0,134.0,27.53,6.9
6.9,1,4,80.92,116.09,102.17,156.25,0.303,0.4553,117.0,112.0,132.0,32.02,6.9
6.9,2,1,68.09,110.03,90.49,152.05,0.3812,0.4315,110.0,109.0,135.0,38.44,13.8
6.9,2,2,70.61,102.92,86.68,149.84,0.3139,0.4036,103.0,112.0,133.0,45.72,13.8
6.9,2,3,71.96,108.15,90.87,151.35,0.3346,0.4241,108.0,111.0,134.0,40.66,13.8
6.9,2,4,72.83,103.68,90.73,154.82,0.2976,0.4066,104.0,114.0,132.0,45.12,13.8
6.9,5,1,59.97,88.89,73.45,147.96,0.3254,0.3486,89.0,113.0,133.0,59.69,34.5
6.9,5,2,62.12,89.41,75.74,149.94,0.3052,0.3506,90.0,115.0,133.0,59.04,34.5
6.9,5,3,63.13,87.22,78.3,157.78,0.2762,0.342,89.0,117.0,130.0,60.45,34.5
6.9,5,4,65.02,85.4,74.73,148.58,0.2387,0.3349,87.0,118.0,132.0,62.59,34.5
6.9,10,1,58.96,82.8,60.31,123.4,0.2879,0.3247,83.0,113.0,138.0,65.89,69.0
6.9,10,2,60.81,80.29,64.18,130.39,0.2426,0.3149,82.0,117.0,135.0,67.33,69.0
6.9,10,3,58.24,75.35,64.14,140.67,0.227,0.2955,77.0,118.0,132.0,72.37,69.0
6.9,10,4,57.92,82.17,64.96,137.41,0.2951,0.3222,83.0,114.0,135.0,65.83,69.0
6.9,15,1,56.68,74.89,59.53,129.38,0.2432,0.2937,76.0,117.0,135.0,73.23,103.5
6.9,15,2,57.84,76.24,60.64,129.13,0.2413,0.299,77.0,117.0,135.0,72.24,103.5
6.9,15,3,58.74,76.73,59.86,123.73,0.2345,0.3009,77.0,117.0,136.0,72.29,103.5
6.9,15,4,55.69,73.14,56.1,121.4,0.2386,0.2868,74.0,117.0,136.0,75.24,103.5
6.9,30,1,53.67,66.66,56.52,133.17,0.1949,0.2614,68.0,120.0,132.0,81.58,207.0
6.9,30,2,54.53,68.14,53.53,115.9,0.2144,0.2672,70.0,119.0,135.0,79.49,207.0
6.9,30,3,54.42,71.79,54.03,118.71,0.2473,0.2815,72.0,117.0,136.0,77.21,207.0
6.9,30,4,58.41,71.09,53.94,104.38,0.2412,0.2788,73.0,119.0,137.0,76.65,207.0
6.9,45,1,49.47,68.77,50.97,124.67,0.2807,0.2697,68.0,116.0,136.0,80.99,310.5
6.9,45,2,53.11,66.53,54.02,124.07,0.2017,0.2609,68.0,120.0,134.0,81.61,310.5
6.9,45,3,55.02,66.06,51.3,104.88,0.2235,0.2591,68.0,120.0,136.0,81.68,310.5
6.9,45,4,51.44,61.16,53.2,130.84,0.1589,0.2399,63.0,122.0,132.0,86.88,310.5
6.9,60,1,52.32,64.89,49.67,109.53,0.2346,0.2545,66.0,119.0,136.0,83.46,414.0
6.9,60,2,52.78,65.57,52.08,116.88,0.2057,0.2572,66.0,120.0,134.0,83.57,414.0
6.9,60,3,55.85,62.82,53.43,104.54,0.1495,0.2464,65.0,123.0,132.0,85.15,414.0
6.9,60,4,54.81,62.71,49.44,95.72,0.2115,0.2459,64.0,121.0,135.0,85.76,414.0
6.9,90,1,50.5,62.66,49.72,116.38,0.2066,0.2457,63.0,120.0,134.0,86.52,621.0
6.9,90,2,51.72,59.53,49.71,107.67,0.165,0.2334,61.0,122.0,133.0,88.85,621.0
6.9,90,3,51.62,64.5,49.23,110.61,0.2367,0.253,65.0,119.0,135.0,84.4,621.0
6.9,90,4,52.32,62.57,48.19,102.78,0.2298,0.2454,63.0,121.0,135.0,86.74,621.0
6.9,120,1,47.36,65.49,49.16,125.98,0.2769,0.2568,65.0,117.0,135.0,84.07,828.0
6.9,120,2,49.83,63.66,50.27,121.89,0.2172,0.2496,64.0,120.0,134.0,85.53,828.0
6.9,120,3,55.1,61.87,49.04,91.67,0.2074,0.2426,63.0,123.0,134.0,87.12,828.0
6.9,120,4,50.87,63.21,49.98,115.95,0.2094,0.2479,64.0,119.0,135.0,85.38,828.0
6.9,180,1,47.3,62.98,50.79,133.37,0.249,0.247,63.0,119.0,134.0,86.34,1242.0
6.9,180,2,50.46,60.57,48.19,108.98,0.2044,0.2375,61.0,121.0,134.0,88.67,1242.0
6.9,180,3,50.84,57.75,47.77,101.5,0.1729,0.2265,58.0,123.0,133.0,91.99,1242.0
6.9,180,4,49.45,59.08,49.65,121.21,0.163,0.2317,61.0,121.0,133.0,88.65,1242.0
6.9,240,1,47.2,57.09,47.79,123.59,0.1733,0.2239,58.0,121.0,133.0,91.6,1656.0
6.9,240,2,51.28,58.81,47.85,101.2,0.1864,0.2306,60.0,123.0,134.0,90.05,1656.0
6.9,240,3,47.9,59.78,43.27,103.18,0.2762,0.2344,60.0,119.0,136.0,89.36,1656.0
6.9,240,4,50.18,61.43,42.03,94.78,0.3159,0.2409,62.0,119.0,138.0,87.5,1656.0
6.9,300,1,49.43,55.39,49.22,117.95,0.1114,0.2172,57.0,124.0,131.0,93.18,2070.0
6.9,300,2,50.35,57.73,46.86,100.77,0.1882,0.2264,58.0,123.0,134.0,92.01,2070.0
6.9,300,3,47.99,59.2,47.28,116.46,0.2014,0.2322,60.0,121.0,134.0,89.65,2070.0
6.9,300,4,49.9,57.35,48.27,109.18,0.1584,0.2249,58.0,123.0,132.0,91.98,2070.0
6.9,360,1,47.71,56.52,49.56,132.55,0.1558,0.2217,58.0,123.0,131.0,91.99,2484.0
6.9,360,2,46.82,56.9,45.32,112.25,0.2034,0.2231,57.0,121.0,134.0,92.6,2484.0
6.9,360,3,47.28,58.98,45.9,113.63,0.2218,0.2313,59.0,120.0,134.0,90.45,2484.0
6.9,360,4,49.01,56.14,47.01,106.85,0.1627,0.2202,58.0,123.0,133.0,91.99,2484.0
6.9,480,1,47.63,54.66,47.99,123.07,0.1285,0.2143,55.0,123.0,131.0,94.93,3312.0
6.9,480,2,52.4,61.26,47.51,98.67,0.2244,0.2402,63.0,121.0,135.0,86.74,3312.0
6.9,480,3,48.82,59.42,44.2,101.8,0.2561,0.233,60.0,120.0,136.0,89.53,3312.0
6.9,480,4,49.66,58.97,45.61,101.81,0.2266,0.2313,59.0,121.0,135.0,90.66,3312.0
7.0,0,1,92.1,148.82,129.33,159.38,0.3811,0.5836,146.0,105.0,132.0,2.24,0.0
7.0,0,2,90.31,154.71,131.51,158.39,0.4162,0.6067,150.0,102.0,134.0,3.46,0.0
7.0,0,3,93.19,153.34,126.74,153.47,0.3923,0.6013,150.0,102.0,136.0,4.9,0.0
7.0,0,4,91.89,149.88,135.51,165.13,0.3869,0.5878,147.0,106.0,129.0,3.74,0.0
7.0,1,1,73.76,119.24,105.78,162.24,0.3814,0.4676,119.0,109.0,131.0,29.44,7.0
7.0,1,2,75.44,122.46,101.2,152.86,0.3839,0.4802,121.0,107.0,135.0,27.33,7.0
7.0,1,3,82.48,116.63,101.6,153.6,0.2928,0.4574,117.0,112.0,132.0,32.02,7.0
7.0,1,4,78.72,118.68,99.97,151.9,0.3367,0.4654,118.0,109.0,134.0,30.48,7.0
7.0,2,1,72.03,104.17,90.4,154.3,0.3085,0.4085,105.0,113.0,132.0,43.93,14.0
7.0,2,2,73.23,104.94,90.83,153.3,0.3021,0.4115,105.0,113.0,132.0,43.93,14.0
7.0,2,3,74.04,104.36,91.28,154.12,0.2906,0.4093,106.0,114.0,132.0,43.17,14.0
7.0,2,4,70.68,110.69,89.46,148.16,0.3614,0.4341,110.0,109.0,135.0,38.44,14.0
7.0,5,1,63.15,87.01,73.1,145.02,0.2742,0.3412,88.0,116.0,133.0,61.2,35.0
7.0,5,2,63.86,89.25,74.25,144.56,0.2845,0.35,90.0,115.0,134.0,59.07,35.0
7.0,5,3,64.2,87.75,75.88,149.75,0.2683,0.3441,89.0,117.0,132.0,60.42,35.0
7.0,5,4,61.82,86.3,72.28,145.62,0.2836,0.3384,87.0,115.0,133.0,61.99,35.0
7.0,10,1,58.54,79.78,64.34,136.39,0.2662,0.3128,80.0,116.0,134.0,69.08,70.0
7.0,10,2,56.69,78.88,62.93,136.87,0.2814,0.3093,79.0,116.0,135.0,70.1,70.0
7.0,10,3,61.37,79.19,66.48,137.19,0.225,0.3106,81.0,117.0,134.0,68.28,70.0
7.0,10,4,57.99,75.7,66.56,149.04,0.234,0.2969,77.0,118.0,131.0,72.37,70.0
7.0,15,1,56.01,73.43,57.69,125.79,0.2372,0.288,74.0,118.0,135.0,75.37,105.0
7.0,15,2,53.69,75.88,63.56,146.68,0.2924,0.2976,76.0,116.0,133.0,73.0,105.0
7.0,15,3,56.21,73.3,63.58,145.89,0.2331,0.2874,75.0,118.0,132.0,74.33,105.0
7.0,15,4,52.27,71.45,61.83,149.89,0.2685,0.2802,72.0,118.0,132.0,77.28,105.0
